pl_name,hostname,ra,dec,planet_mass_earth,planet_radius_earth,orbital_period_days,equilibrium_temp_k,discoverymethod,disc_year,stellar_type,distance_parsecs
HD 13189 b,HD 13189,32.417,32.316,3480.238,12.400,471.60,,Radial Velocity,2005,K2,497.82
TOI-262 b,TOI-262,32.535,-31.071,4.940,2.070,11.15,584,Transit,2023,K0 V,43.93
GJ 86 b,GJ 86,32.622,-50.821,1404.809,12.900,15.77,,Radial Velocity,1999,K1V,10.78
WASP-156 b,WASP-156,32.782,2.418,41.800,6.028,3.84,934,Transit,2017,K3,122.07
BD+45 564 b,BD+45 564,32.947,45.924,432.247,13.600,307.88,,Radial Velocity,2021,K1,53.62
HD 13724 c,HD 13724,33.086,-46.817,50.853,8.180,142.23,,Radial Velocity,2022,,43.47
HAT-P-29 b,HAT-P-29,33.131,51.779,279.690,13.115,5.72,1271,Transit,2011,F8,313.58
TOI-2421 b,TOI-2421,33.154,-35.391,105.837,10.368,4.35,1534,Transit,2022,,327.93
HD 13808 b,HD 13808,33.178,-53.744,11.200,3.350,14.18,,Radial Velocity,2021,K2 V,28.23
HD 13808 c,HD 13808,33.178,-53.744,9.960,3.130,53.75,,Radial Velocity,2021,K2 V,28.23
BD-210397 b,BD-210397,33.302,-21.196,214.000,14.000,1891.00,,Radial Velocity,2023,K7 V,23.73
BD-210397 c,BD-210397,33.302,-21.196,1525.576,12.900,6240.00,,Radial Velocity,2023,K7 V,23.73
HD 13931 b,HD 13931,34.198,43.772,889.920,13.200,4218.00,,Radial Velocity,2009,G0,47.40
HD 14067 b,HD 14067,34.293,23.768,4862.775,12.200,2744.00,,Radial Velocity,2014,G9 III,142.02
HD 13908 b,HD 13908,34.561,65.594,274.910,13.900,19.38,,Radial Velocity,2013,F8 V,79.55
HD 13908 c,HD 13908,34.561,65.594,1630.400,12.800,931.00,,Radial Velocity,2013,F8 V,79.55
HD 12648 b,HD 12648,34.748,85.737,622.947,13.400,133.60,,Radial Velocity,2015,G5,182.19
2MASS J02192210-3925225 b,2MASS J02192210-3925225,34.843,-39.423,4417.837,16.141,,,Imaging,2015,M6,40.09
TOI-5319 b,TOI-5319,35.214,23.520,8.400,2.830,4.08,695,Transit,2024,M,61.17
HAT-P-38 b,HAT-P-38,35.383,32.246,84.857,9.247,4.64,1082,Transit,2012,G5,255.21
GJ 96 b,GJ 96,35.562,47.880,19.660,4.670,73.94,,Radial Velocity,2018,M2,11.93
HD 14787 b,HD 14787,35.809,10.837,356.287,13.700,676.60,,Radial Velocity,2018,G5,119.14
TOI-2384 b,TOI-2384,36.156,-65.000,624.851,11.489,2.14,890,Transit,2024,,191.51
WASP-33 b,WASP-33,36.713,37.550,665.218,17.856,1.22,2782,Transit,2010,A5,121.94
WASP-117 b,WASP-117,36.776,-50.284,95.349,11.882,10.02,1001,Transit,2014,F9,157.96
HD 15337 b,HD 15337,36.868,-27.636,7.510,1.640,4.76,1001,Transit,2019,K1 V,44.82
HD 15337 c,HD 15337,36.868,-27.636,8.110,2.390,17.18,642,Transit,2019,K1 V,44.82
WASP-77 A b,WASP-77 A,37.156,-7.061,529.820,13.787,1.36,1715,Transit,2012,G8 V,105.17
TOI-1224 b,TOI-1224,37.198,-80.899,5.080,2.104,4.18,541,Transit,2024,,37.33
TOI-1224 c,TOI-1224,37.198,-80.899,8.670,2.884,17.95,303,Transit,2024,,37.33
75 Cet b,75 Cet,38.039,-1.035,787.897,13.300,696.62,,Radial Velocity,2012,G3 III,82.96
75 Cet c,75 Cet,38.039,-1.035,289.860,13.900,2051.62,,Radial Velocity,2023,G3 III,82.96
TOI-1062 b,TOI-1062,38.121,-78.024,10.150,2.265,4.11,1077,Transit,2021,G9 V,82.17
TOI-1062 c,TOI-1062,38.121,-78.024,9.780,3.100,7.97,859,Radial Velocity,2021,G9 V,82.17
HD 15906 b,HD 15906,38.271,-10.352,5.650,2.240,10.93,668,Transit,2023,K V,45.56
HD 15906 c,HD 15906,38.271,-10.352,8.910,2.930,21.58,532,Transit,2023,K V,45.56
TOI-1601 b,TOI-1601,38.362,41.013,387.000,14.199,5.33,1494,Transit,2021,,336.61
GPX-1 b,GPX-1,38.369,56.026,6261.220,16.477,1.75,2300,Transit,2021,F2,655.01
TIC 4672985 b,TIC 4672985,38.471,-10.657,4049.134,11.500,69.05,517,Transit,2024,,253.39
HD 16141 b,HD 16141,38.832,-3.562,82.636,10.900,75.52,,Radial Velocity,2000,G5 IV,37.79
30 Ari B b,30 Ari B,39.241,24.648,4392.411,12.300,335.10,,Radial Velocity,2009,F6 V,44.66
HD 16417 b,HD 16417,39.244,-34.579,22.100,5.000,17.24,,Radial Velocity,2008,G1 V,25.39
HD 16175 b,HD 16175,39.258,42.062,1875.188,12.800,990.00,,Radial Velocity,2009,G2,59.86
TOI-3688 A b,TOI-3688 A,39.282,54.851,311.472,13.081,3.25,1534,Transit,2023,,396.38
81 Cet b,81 Cet,39.424,-3.396,1051.059,13.100,1005.57,,Radial Velocity,2008,G5 III,101.26
TOI-4145 A b,TOI-4145 A,39.430,80.267,136.666,13.305,4.07,1074,Transit,2023,,205.39
WASP-99 b,WASP-99,39.898,-50.008,772.327,11.433,5.75,1480,Transit,2014,F8,158.66
HD 16905 b,HD 16905,40.014,-61.355,3591.461,12.400,10256.00,,Radial Velocity,2022,K3 V,39.74
TOI-2443 b,TOI-2443,40.180,1.200,8.110,2.773,15.67,601,Transit,2023,,23.93
HR 810 b,HR 810,40.642,-50.799,1970.536,12.700,302.80,,Radial Velocity,1999,G0V,17.32
BD+48 738 b,BD+48 738,40.710,49.587,289.225,13.900,392.60,,Radial Velocity,2011,K0 III,871.49
BD+48 740 b,BD+48 740,40.743,48.930,540.311,13.500,733.00,,Radial Velocity,2018,K3 III,666.59
WASP-72 b,WASP-72,41.040,-30.169,731.009,14.460,2.22,2210,Transit,2012,F7,434.75
HD 17092 b,HD 17092,41.592,49.653,3219.618,12.500,359.90,,Radial Velocity,2007,K0 III,228.42
WASP-138 b,WASP-138,41.639,-0.464,387.753,12.218,3.63,1590,Transit,2016,,414.23
HIP 12961 b,HIP 12961,41.680,-23.086,114.419,13.200,57.44,,Radial Velocity,2010,M0,23.37
TOI-1201 b,TOI-1201,42.248,-14.537,6.280,2.415,2.49,703,Transit,2021,M2.0 V,37.89
TOI-558 b,TOI-558,42.292,-58.025,1147.361,12.173,14.57,1061,Transit,2021,F V,402.63
HD 17156 b,HD 17156,42.437,71.753,1115.583,12.330,21.22,883,Radial Velocity,2007,G5,78.09
2MASS J0249-0557 c,2MASS J0249-0557 A,42.485,-5.960,3686.810,12.400,,,Imaging,2018,M6 V,66.06
TOI-4641 b,TOI-4641,42.558,25.334,1229.996,8.183,22.09,950,Transit,2023,,86.35
HAT-P-52 b,HAT-P-52,42.722,29.022,259.985,11.310,2.75,1218,Transit,2015,K1,361.16
HD 17674 b,HD 17674,42.768,30.287,276.512,13.900,623.80,,Radial Velocity,2017,G0 V,44.43
HR 858 b,HR 858,42.985,-30.814,5.000,2.085,3.59,1572,Transit,2019,F6 V,31.96
HR 858 c,HR 858,42.985,-30.814,4.420,1.939,5.97,1326,Transit,2019,F6 V,31.96
HR 858 d,HR 858,42.985,-30.814,5.320,2.164,11.23,1075,Transit,2019,F6 V,31.96
Teegarden's Star b,Teegarden's Star,43.269,16.865,1.160,1.050,4.91,277,Radial Velocity,2019,M7.0 V,3.83
Teegarden's Star c,Teegarden's Star,43.269,16.865,1.050,1.020,11.42,209,Radial Velocity,2019,M7.0 V,3.83
Teegarden's Star d,Teegarden's Star,43.269,16.865,0.820,0.954,26.13,159,Radial Velocity,2024,M7.0 V,3.83
TOI-2445 b,TOI-2445,43.316,0.052,2.100,1.250,0.37,1060,Transit,2022,,48.58
HD 18015 b,HD 18015,43.364,-8.848,1048.834,13.100,2278.00,,Radial Velocity,2018,G6 IV,123.80
TOI-1736 b,TOI-1736,43.434,69.101,12.300,3.182,7.07,1100,Transit,2023,,88.95
TOI-1736 c,TOI-1736,43.434,69.101,2800.000,12.500,571.25,249,Radial Velocity,2023,,88.95
WASP-50 b,WASP-50,43.688,-10.898,466.829,13.070,1.96,1395,Transit,2011,,184.85
TOI-4184 b,TOI-4184,43.828,-79.415,6.480,2.430,4.90,412,Transit,2023,M5.5+/-0.5,69.37
HD 18143 b,HD 18143,43.914,26.872,10.806,3.280,10.29,,Radial Velocity,2022,K2,22.52
HD 18143 c,HD 18143,43.914,26.872,3177.648,12.500,28982.42,,Radial Velocity,2022,K2,22.52
HD 18599 b,HD 18599,44.262,-56.192,24.100,2.600,4.14,863,Transit,2022,K2 V,38.57
LHS 1478 b,LHS 1478,44.339,76.551,2.330,1.242,1.95,595,Transit,2021,m3 V,18.23
HD 18742 b,HD 18742,45.044,-20.803,1080.622,13.100,766.00,,Radial Velocity,2011,G8/K0 IV,162.69
LTT 1445 A b,LTT 1445 A,45.462,-16.594,2.730,1.180,5.36,555,Transit,2019,M3.0,6.87
LTT 1445 A c,LTT 1445 A,45.462,-16.594,1.540,1.147,3.12,508,Transit,2022,M3.0,6.87
TYC 3318-01333-1 b,TYC 3318-01333-1,45.583,49.744,1086.979,13.100,562.00,,Radial Velocity,2018,,490.61
BD+49 828 b,BD+49 828,45.641,49.730,508.500,13.500,2590.00,,Radial Velocity,2015,K0,442.04
TOI-1669 b,TOI-1669,45.956,83.587,191.000,14.100,500.00,,Radial Velocity,2023,,111.28
TOI-1669 c,TOI-1669,45.956,83.587,13.000,2.296,2.68,1285,Transit,2024,,111.28
NGTS-20 b,NGTS-20,46.293,-21.934,947.129,11.994,54.19,688,Transit,2022,G1 IV,382.90
HD 18438 b,HD 18438,46.532,79.419,6674.397,12.100,803.00,,Radial Velocity,2023,M2.5 III,224.15
TOI-559 b,TOI-559,46.819,-31.163,1910.149,12.229,6.98,1180,Transit,2021,G V,233.27
HD 20003 b,HD 20003,46.909,-72.322,11.660,3.430,11.85,,Radial Velocity,2019,G8 V,41.83
HD 20003 c,HD 20003,46.909,-72.322,14.440,3.890,33.92,,Radial Velocity,2019,G8 V,41.83
WASP-11 b,WASP-11,47.369,30.673,251.086,12.442,3.72,992,Transit,2008,K3 V,124.73
TOI-5678 b,TOI-5678,47.384,-34.198,20.000,4.910,47.73,513,Transit,2023,G7 V,165.39
TOI-257 b,TOI-257,47.517,-50.832,43.860,7.163,18.39,1027,Transit,2021,,76.90
TOI-3261 b,TOI-3261,47.729,-73.532,30.300,3.820,0.88,1722,Transit,2024,K1.5+/-1,300.14
HIP 14810 b,HIP 14810,47.809,21.097,1239.537,13.000,6.67,,Radial Velocity,2005,G5,50.48
HIP 14810 c,HIP 14810,47.809,21.097,416.357,13.600,147.75,,Radial Velocity,2006,G5,50.48
HIP 14810 d,HIP 14810,47.809,21.097,187.520,14.100,981.80,,Radial Velocity,2009,G5,50.48
HD 19994 b,HD 19994,48.194,-1.196,435.410,13.600,466.20,,Radial Velocity,2003,F8 V,22.52
CD Cet b,CD Cet,48.353,4.775,3.950,1.820,2.29,464,Radial Velocity,2020,M5.0 V,8.61
HAT-P-25 b,HAT-P-25,48.435,25.197,180.845,12.722,3.65,1182,Transit,2010,G5,300.38
HD 19615 b,HD 19615,48.781,73.868,2701.541,12.600,402.00,,Radial Velocity,2022,K0,265.16
HD 20329 b,HD 20329,49.178,15.656,7.420,1.720,0.93,2141,Transit,2022,,63.68
TOI-406 c,TOI-406,49.263,-42.244,2.080,1.320,3.31,584,Transit,2024,M3,31.06
TOI-406.01,TOI-406,49.263,-42.244,6.570,2.080,13.18,368,Transit,2024,M3,31.06
WASP-139 b,WASP-139,49.562,-41.302,37.186,8.967,5.92,910,Transit,2016,K0,212.47
HD 20794 b,HD 20794,50.000,-43.067,2.700,1.450,18.32,660,Radial Velocity,2011,G8 V,6.00
HD 20794 c,HD 20794,50.000,-43.067,2.400,1.350,40.11,508,Radial Velocity,2011,G8 V,6.00
HD 20794 d,HD 20794,50.000,-43.067,4.800,2.040,90.31,388,Radial Velocity,2011,G8 V,6.00
HD 20794 e,HD 20794,50.000,-43.067,4.770,2.030,147.02,,Radial Velocity,2017,G8,6.00
HD 20781 b,HD 20781,50.014,-28.784,1.930,1.210,5.31,,Radial Velocity,2019,K0 V,35.97
HD 20781 c,HD 20781,50.014,-28.784,5.330,2.170,13.89,,Radial Velocity,2019,K0 V,35.97
HD 20781 d,HD 20781,50.014,-28.784,10.610,3.250,29.16,,Radial Velocity,2019,K0 V,35.97
HD 20781 e,HD 20781,50.014,-28.784,14.030,3.830,85.51,,Radial Velocity,2019,K0 V,35.97
HD 20782 b,HD 20782,50.017,-28.854,472.830,13.600,597.06,,Radial Velocity,2006,G1.5 V,35.99
HD 20868 b,HD 20868,50.179,-33.730,397.288,13.700,380.85,,Radial Velocity,2008,K3/4 IV,47.72
TOI-5076 b,TOI-5076,50.510,17.239,16.000,3.200,23.45,615,Transit,2024,K2 V,82.86
GJ 2030 b,GJ 2030,50.824,-7.795,4.767,2.030,2.38,,Radial Velocity,2022,,37.08
GJ 2030 c,GJ 2030,50.824,-7.795,4069.157,12.300,25533.11,,Radial Velocity,2022,,37.08
GJ 3222 b,GJ 3222,50.897,-40.076,11.442,3.400,10.67,,Radial Velocity,2022,K0V,18.24
TOI-2202 b,TOI-2202,51.228,-73.958,310.836,11.321,11.91,652,Transit,2021,K8 V,235.93
TOI-2202 c,TOI-2202,51.228,-73.958,117.279,13.400,24.67,,Transit Timing Variations,2021,K8 V,235.93
HD 21411 b,HD 21411,51.547,-30.617,65.900,9.520,84.29,,Radial Velocity,2019,G8 V,29.13
K2-86 b,K2-86,51.553,18.636,4.500,1.960,8.78,,Transit,2016,,258.70
HD 21520 b,HD 21520,51.640,-43.614,17.700,2.697,25.13,637,Transit,2024,,79.21
GJ 143 b,GJ 143,51.750,-63.500,22.700,2.610,35.61,422,Transit,2019,K4.5,16.32
HD 21749 c,GJ 143,51.750,-63.500,3.700,0.892,7.79,701,Transit,2019,K4.5,16.32
HD 21693 b,HD 21693,51.804,-58.323,8.230,2.800,22.68,,Radial Velocity,2019,G8 V,33.26
HD 21693 c,HD 21693,51.804,-58.323,17.370,4.340,53.74,,Radial Velocity,2019,G8 V,33.26
TOI-2427 b,TOI-2427,52.292,-31.363,3.890,1.800,1.31,1117,Transit,2022,,28.52
K2-30 b,K2-30,52.342,22.299,184.024,11.646,4.10,1092,Transit,2016,G6 V,333.04
K2-175 b,K2-175,52.504,17.584,4.810,2.038,9.53,,Transit,2018,,247.27
WASP-22 b,WASP-22,52.818,-23.820,212.946,13.787,3.53,1502,Transit,2010,G1 V,317.65
K2-178 b,K2-178,52.889,22.435,12.400,3.558,8.75,840,Transit,2018,,214.75
TOI-908 b,TOI-908,53.159,-81.251,16.137,3.186,3.18,1317,Transit,2023,G V,175.75
eps Eri b,eps Eri,53.228,-9.458,209.767,14.100,2671.00,,Radial Velocity,2000,K2 V,3.20
PSR B0329+54 b,PSR B0329+54,53.247,54.579,1.970,1.220,10140.00,,Pulsar Timing,2017,,504.93
BD+20 594 b,BD+20 594,53.651,20.599,22.248,2.578,41.69,546,Transit,2016,G,179.46
HD 22496 b,HD 22496,53.757,-48.418,5.570,2.220,5.09,573,Radial Velocity,2021,K5/M0V,13.60
HD 22532 b,HD 22532,53.815,-49.417,673.796,13.400,872.60,,Radial Velocity,2022,G8 III/IV,161.18
UZ For b,UZ For,53.869,-25.739,2002.200,,5840.00,,Eclipse Timing Variations,2011,,239.60
UZ For c,UZ For,53.869,-25.739,2447.200,,1916.25,,Eclipse Timing Variations,2011,,239.60
GJ 1061 b,GJ 1061,54.003,-44.514,1.370,1.100,3.20,,Radial Velocity,2020,M5.5 V,3.67
GJ 1061 c,GJ 1061,54.003,-44.514,1.740,1.180,6.69,,Radial Velocity,2020,M5.5 V,3.67
GJ 1061 d,GJ 1061,54.003,-44.514,1.640,1.160,13.03,,Radial Velocity,2020,M5.5 V,3.67
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,54.021,-1.731,2622.084,12.600,2560.00,325,Imaging,2023,,
K2-88 b,K2-88,54.751,19.120,2.040,1.230,4.61,,Transit,2016,,110.56
HD 22946 d,HD 22946,54.820,-42.763,26.570,2.607,47.43,546,Transit,2023,F7/F8V,62.78
TOI-411 b,HD 22946,54.820,-42.763,13.710,1.362,4.04,1241,Transit,2022,F7/F8V,62.78
TOI-411 c,HD 22946,54.820,-42.763,9.720,2.328,9.57,931,Transit,2022,F7/F8V,62.78
HD 23127 b,HD 23127,54.849,-60.077,485.326,13.500,1211.17,,Radial Velocity,2006,G2 V,93.86
HD 23079 b,HD 23079,54.928,-52.916,829.536,13.200,730.60,,Radial Velocity,2001,F9.5 V,33.46
HD 22781 b,HD 22781,55.207,31.826,4338.200,12.300,528.07,,Radial Velocity,2011,K1,32.60
K2-77 b,K2-77,55.229,12.572,603.877,2.500,8.20,806,Transit,2016,,141.73
K2-177 b,K2-177,55.230,20.736,5.130,2.116,14.16,,Transit,2018,,492.17
K2-79 b,K2-79,55.256,13.519,9.200,4.090,11.00,1022,Transit,2016,,256.01
K2-288 B b,K2-288 B,55.444,18.268,4.270,1.900,31.39,226,Transit,2018,M3 V,65.61
HD 23472 b,HD 23472,55.459,-62.767,8.320,2.000,17.67,543,Transit,2019,K4 V,39.03
HD 23472 c,HD 23472,55.459,-62.767,3.410,1.870,29.80,467,Transit,2019,K4 V,39.03
HD 23472 d,HD 23472,55.459,-62.767,0.550,0.750,3.98,909,Transit,2022,K4 V,39.03
HD 23472 e,HD 23472,55.459,-62.767,0.720,0.818,7.91,723,Transit,2022,K4 V,39.03
HD 23472 f,HD 23472,55.459,-62.767,0.770,1.137,12.16,630,Transit,2022,K4 V,39.03
K2-84 b,K2-84,55.809,16.634,6.390,2.410,6.42,,Transit,2016,,284.88
K2-84 c,K2-84,55.809,16.634,4.780,2.030,27.86,,Transit,2016,,284.88
WASP-119 b,WASP-119,55.934,-65.194,390.931,15.693,2.50,1600,Transit,2016,G5,302.45
HD 24085 b,HD 24085,56.256,-70.025,11.800,3.460,2.05,,Radial Velocity,2019,G0 V,54.90
TOI-6054.01,TOI-6054,56.337,60.351,7.470,2.642,7.49,1222,Transit,2024,,79.41
TOI-6054.02,TOI-6054,56.337,60.351,8.570,2.864,12.58,1028,Transit,2024,,79.41
TOI-1634 b,TOI-1634,56.391,37.112,7.570,1.773,0.99,924,Transit,2021,M2,35.27
TOI-1634 c,TOI-1634,56.391,37.112,,,103.00,,Radial Velocity,2022,M2,35.27
HD 23596 b,HD 23596,57.002,40.531,3786.608,12.400,1535.12,,Radial Velocity,2003,F8,52.00
K2-89 b,K2-89,57.067,20.459,0.170,0.615,1.10,,Transit,2016,,86.04
TOI-2416 b,TOI-2416,57.339,-60.787,953.485,9.864,8.28,1080,Transit,2023,,557.73
K2-81 b,K2-81,57.485,14.502,4.540,1.970,6.10,,Transit,2016,,252.32
HD 24040 b,HD 24040,57.596,17.475,1226.824,13.000,3668.00,,Radial Velocity,2006,G0 V,46.62
HD 24040 c,HD 24040,57.596,17.475,63.884,9.350,515.40,,Radial Velocity,2021,G0 V,46.62
TIC 279401253 b,TIC 279401253,57.657,-15.026,1951.466,11.209,76.80,,Transit,2023,,285.58
TIC 279401253 c,TIC 279401253,57.657,-15.026,2548.984,12.600,155.30,,Transit,2023,,285.58
K2-411 b,K2-411,58.004,19.391,0.937,0.990,3.21,,Transit,2022,,298.22
NGTS-16 b,NGTS-16,58.264,-30.805,211.992,14.572,4.85,1177,Transit,2021,G7 V,898.17
K2-176 b,K2-176,58.269,17.907,2.830,1.491,5.33,,Transit,2018,,247.30
WASP-98 b,WASP-98,58.429,-34.328,293.039,12.823,2.96,1171,Transit,2014,G7,281.74
K2-179 b,K2-179,58.797,23.757,6.860,2.513,5.17,,Transit,2018,,190.81
HD 25171 b,HD 25171,58.957,-65.186,290.814,13.900,1802.29,,Radial Velocity,2010,F8 V,55.62
K2-80 b,K2-80,59.037,13.559,4.700,2.010,19.09,,Transit,2016,,200.80
K2-80 c,K2-80,59.037,13.559,2.760,1.470,5.61,,Transit,2016,,200.80
K2-80 d,K2-80,59.037,13.559,7.040,2.552,28.87,,Transit,2018,,200.80
HD 24064 b,HD 24064,59.151,74.080,4096.829,12.300,535.60,,Radial Velocity,2015,K0,300.25
K2-90 b,K2-90,59.153,22.472,7.270,2.600,13.73,502,Transit,2016,,134.19
K2-90 c,K2-90,59.153,22.472,2.240,1.300,2.90,,Transit,2016,,134.19
HD 25015 b,HD 25015,59.434,-20.267,2884.928,12.500,6134.43,,Radial Velocity,2019,K2 V,37.43
K2-85 b,K2-85,59.465,18.465,1.870,1.200,0.69,,Transit,2016,,97.22
2MASS J03590986+2009361 b,2MASS J03590986+2009361,59.791,20.160,5720.911,12.200,,2369,Imaging,2024,,117.44
K2-111 b,K2-111,59.890,21.299,5.580,1.820,5.35,1309,Transit,2017,G2,200.39
K2-111 c,K2-111,59.890,21.299,11.080,3.330,15.68,,Radial Velocity,2020,G2,200.39
K2-83 b,K2-83,59.901,15.559,2.080,1.244,2.75,,Transit,2016,,125.53
K2-83 c,K2-83,59.901,15.559,2.800,1.483,10.00,,Transit,2016,,125.53
TOI-858 B b,TOI-858 B,60.200,-54.593,349.611,14.067,3.28,1529,Transit,2023,G0,250.49
K2-173 b,K2-173,60.375,15.625,3.220,1.608,5.87,,Transit,2018,,228.64
WASP-140 b,WASP-140,60.386,-20.451,775.505,16.141,2.24,1320,Transit,2016,K0,117.60
TOI-4602.01,TOI-4602,60.600,31.330,7.040,2.550,3.98,1380,Transit,2024,,63.06
HD 25463 b,HD 25463,60.748,9.208,8.700,2.545,7.05,1198,Transit,2023,,45.62
HD 25463 c,HD 25463,60.748,9.208,4.300,1.364,3.04,1586,Transit,2023,,45.62
K2-174 b,K2-174,60.793,16.347,7.270,2.600,19.56,455,Transit,2018,,99.93
HD 25912 b,HD 25912,60.907,-51.932,38.139,6.900,41.83,,Radial Velocity,2022,,49.17
HD 25912 c,HD 25912,60.907,-51.932,5252.750,12.200,26308.66,,Radial Velocity,2022,,49.17
HATS-57 b,HATS-57,60.948,-19.057,1000.211,12.767,2.35,1413,Transit,2019,,279.49
HATS-75 b,HATS-75,60.949,-25.409,156.054,9.909,2.79,772,Transit,2021,,194.96
HD 25723 b,HD 25723,61.095,-12.792,794.571,13.300,457.01,,Radial Velocity,2020,K1 III,114.82
V1298 Tau b,V1298 Tau,61.332,20.157,203.410,10.270,24.14,677,Transit,2019,,108.20
V1298 Tau c,V1298 Tau,61.332,20.157,76.279,5.590,8.25,968,Transit,2019,,108.20
V1298 Tau d,V1298 Tau,61.332,20.157,98.527,6.410,12.40,845,Transit,2019,,108.20
V1298 Tau e,V1298 Tau,61.332,20.157,321.007,9.976,53.50,492,Transit,2019,,108.20
TOI-2714 b,TOI-2714,61.401,-14.927,228.000,13.720,2.50,1603,Transit,2024,,597.87
GJ 160.2 b,GJ 160.2,61.645,-20.856,10.200,3.170,5.24,,Radial Velocity,2014,M0 V,25.86
HATS-61 b,HATS-61,61.658,-25.350,1080.622,13.395,7.82,1226,Transit,2018,,679.76
HD 284149 AB b,HD 284149 A,61.662,20.303,8352.531,12.000,,2395,Imaging,2017,,117.81
TOI-2373 b,TOI-2373,61.686,-16.756,2955.804,10.424,13.34,860,Transit,2023,,508.69
HD 285507 b,HD 285507,61.756,15.335,311.473,13.800,6.09,,Radial Velocity,2013,K4.5 V,45.03
TOI-954 b,TOI-954,61.941,-25.209,55.302,9.550,3.69,1526,Transit,2020,,238.77
GJ 163 b,GJ 163,62.323,-53.371,10.600,3.250,8.63,,Radial Velocity,2013,M,15.13
GJ 163 c,GJ 163,62.323,-53.371,6.800,2.500,25.63,,Radial Velocity,2013,M,15.13
GJ 163 d,GJ 163,62.323,-53.371,29.400,5.920,603.95,,Radial Velocity,2013,M,15.13
HD 26161 b,HD 26161,62.412,31.652,9045.396,11.900,10942.29,,Radial Velocity,2021,,40.91
WASP-120 b,WASP-120,62.616,-45.898,1541.476,16.511,3.61,1880,Transit,2016,F5,381.17
K2-29 b,K2-29,62.670,24.402,232.016,13.339,3.26,1171,Transit,2016,G7 V,178.48
TOI-451 b,TOI-451,62.966,-37.940,4.310,1.910,1.86,1491,Transit,2020,,123.74
TOI-451 c,TOI-451,62.966,-37.940,9.800,3.100,9.19,875,Transit,2020,,123.74
TOI-451 d,TOI-451,62.966,-37.940,15.600,4.070,16.37,722,Transit,2020,,123.74
K2-91 b,K2-91,63.218,24.205,1.370,1.100,1.42,,Transit,2016,,62.58
TOI-5344 b,TOI-5344,63.266,20.915,130.945,10.604,3.79,689,Transit,2023,,138.37
K2-25 b,K2-25,63.274,15.248,24.500,3.440,3.49,494,Transit,2015,M4.5 V,44.96
WASP-126 b,WASP-126,63.375,-69.227,90.300,10.514,3.29,1480,Transit,2016,G2,216.53
WASP-126 c,WASP-126,63.375,-69.227,64.200,9.380,7.63,,Transit Timing Variations,2019,G2,216.53
WASP-78 b,WASP-78,63.756,-22.116,352.791,21.633,2.18,2470,Transit,2012,,754.26
IRAS 04125+2902 b,IRAS 04125+2902,63.928,29.167,80.800,10.738,8.84,854,Transit,2024,,159.24
HD 27442 b,HD 27442,64.121,-59.303,495.800,13.500,428.10,,Radial Velocity,2000,K1/2III,18.27
LP 890-9 b,LP 890-9,64.131,-28.316,13.200,1.320,2.73,396,Transit,2022,M6 V,32.43
LP 890-9 c,LP 890-9,64.131,-28.316,25.300,1.367,8.46,272,Transit,2022,M6 V,32.43
TOI-444 b,TOI-444,64.184,-26.766,8.100,2.770,17.96,609,Transit,2023,K1/2 V,57.40
LP 714-47 b,LP 714-47,64.190,-12.085,30.800,4.700,4.05,700,Transit,2020,M0.0 V,52.62
HIP 19976 b,HIP 19976,64.260,-40.799,21.612,4.940,50.66,,Radial Velocity,2022,,40.27
TAP 26 b,TAP 26,64.715,17.388,527.598,13.500,10.79,,Radial Velocity,2017,,121.40
HD 27631 b,HD 27631,64.939,-41.961,495.812,13.500,2198.14,,Radial Velocity,2012,G3 IV/V,50.29
HD 27894 b,HD 27894,65.198,-59.410,196.736,14.100,18.02,,Radial Velocity,2005,K2 V,43.82
HD 27894 c,HD 27894,65.198,-59.410,51.488,8.240,36.07,,Radial Velocity,2017,K2 V,43.82
HD 27894 d,HD 27894,65.198,-59.410,2063.660,12.700,5019.54,,Radial Velocity,2017,K2 V,43.82
HD 28109 b,HD 28109,65.238,-68.103,18.496,2.199,22.89,881,Transit,2022,F8/G0 V,139.61
HD 28109 c,HD 28109,65.238,-68.103,7.943,4.230,56.01,585,Transit,2022,F8/G0 V,139.61
HD 28109 d,HD 28109,65.238,-68.103,5.681,3.250,84.26,506,Transit,2022,F8/G0 V,139.61
RR Cae b,RR Cae,65.273,-48.654,1334.886,13.000,4343.50,,Eclipse Timing Variations,2012,M,21.19
TOI-1696 b,TOI-1696,65.281,48.820,48.800,3.090,2.50,489,Transit,2022,M5V,64.92
K2-155 b,K2-155,65.470,21.353,3.890,1.800,6.34,708,Transit,2018,K7,72.80
K2-155 c,K2-155,65.470,21.353,7.270,2.600,13.85,583,Transit,2018,K7,72.80
K2-155 d,K2-155,65.470,21.353,4.270,1.900,40.72,381,Transit,2018,K7,72.80
XO-3 b,XO-3,65.470,57.817,2316.981,15.805,3.19,1729,Transit,2007,F5V,213.05
FU Tau b,FU Tau,65.897,25.051,5085.280,12.200,,2375,Imaging,2008,M7.25,133.50
TOI-1683.01,TOI-1683,65.980,27.822,7.450,2.638,3.06,929,Transit,2024,,51.19
HD 28254 b,HD 28254,66.211,-50.623,1207.748,13.000,1333.00,,Radial Velocity,2010,G5 V,55.29
K2-87 b,K2-87,66.236,18.827,44.900,7.600,9.73,979,Transit,2016,,491.24
